case_id,type,turn_1_expected,turn_1,turn_2_expected,turn_2,turn_3_expected,turn_3,turn_4_expected,turn_4
1738,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderDetailIntent,đơn này bao nhiêu tiền
1739,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderStatusIntent,kiểm tra đơn này
1740,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,StoreInfoIntent,shop mở cửa lúc mấy giờ,ShippingTrackingIntent,shipper tới chưa
1741,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,OrderDetailIntent,xem chi tiết đơn này
1742,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,OrderStatusIntent,đơn này đang ở đâu
1743,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,ShippingTrackingIntent,đơn này giao tới đâu
1744,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,OrderCancelIntent,hủy đơn này
1745,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,OrderModifyIntent,sửa đơn này
1746,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,RefundStatusIntent,hoàn tiền đơn này
1747,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,ComplaintIntent,khiếu nại đơn này
1748,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,OrderDetailIntent,đơn này bao nhiêu tiền
1749,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,OrderStatusIntent,kiểm tra đơn này
1750,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,GreetingIntent,xin chào shop,ShippingTrackingIntent,shipper tới chưa
1751,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderDetailIntent,xem chi tiết đơn này
1752,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderStatusIntent,đơn này đang ở đâu
1753,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,ShippingTrackingIntent,đơn này giao tới đâu
1754,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderCancelIntent,hủy đơn này
1755,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderModifyIntent,sửa đơn này
1756,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,RefundStatusIntent,hoàn tiền đơn này
1757,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,ComplaintIntent,khiếu nại đơn này
1758,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderDetailIntent,đơn này bao nhiêu tiền
1759,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,OrderStatusIntent,kiểm tra đơn này
1760,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,FallbackIntent,kể cho tôi chuyện cổ tích,ShippingTrackingIntent,shipper tới chưa
1761,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,OrderDetailIntent,xem chi tiết đơn này
1762,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,OrderStatusIntent,đơn này đang ở đâu
1763,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,ShippingTrackingIntent,đơn này giao tới đâu
1764,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,OrderCancelIntent,hủy đơn này
1765,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,OrderModifyIntent,sửa đơn này
1766,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,RefundStatusIntent,hoàn tiền đơn này
1767,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,ComplaintIntent,khiếu nại đơn này
1768,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,OrderDetailIntent,đơn này bao nhiêu tiền
1769,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,OrderStatusIntent,kiểm tra đơn này
1770,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,ShippingPolicyIntent,phí ship bao nhiêu,ShippingTrackingIntent,shipper tới chưa
1771,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,OrderDetailIntent,xem chi tiết đơn này
1772,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,OrderStatusIntent,đơn này đang ở đâu
1773,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,ShippingTrackingIntent,đơn này giao tới đâu
1774,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,OrderCancelIntent,hủy đơn này
1775,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,OrderModifyIntent,sửa đơn này
1776,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,RefundStatusIntent,hoàn tiền đơn này
1777,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,ComplaintIntent,khiếu nại đơn này
1778,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,OrderDetailIntent,đơn này bao nhiêu tiền
1779,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,OrderStatusIntent,kiểm tra đơn này
1780,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,PaymentMethodIntent,shop có nhận momo không,ShippingTrackingIntent,shipper tới chưa
1781,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,OrderDetailIntent,xem chi tiết đơn này
1782,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,OrderStatusIntent,đơn này đang ở đâu
1783,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,ShippingTrackingIntent,đơn này giao tới đâu
1784,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,OrderCancelIntent,hủy đơn này
1785,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,OrderModifyIntent,sửa đơn này
1786,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,RefundStatusIntent,hoàn tiền đơn này
1787,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,ComplaintIntent,khiếu nại đơn này
1788,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,OrderDetailIntent,đơn này bao nhiêu tiền
1789,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,OrderStatusIntent,kiểm tra đơn này
1790,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,CartViewIntent,xem giỏ hàng,ShippingTrackingIntent,shipper tới chưa
1791,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderDetailIntent,xem chi tiết đơn này
1792,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderStatusIntent,đơn này đang ở đâu
1793,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,ShippingTrackingIntent,đơn này giao tới đâu
1794,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderCancelIntent,hủy đơn này
1795,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderModifyIntent,sửa đơn này
1796,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,RefundStatusIntent,hoàn tiền đơn này
1797,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,ComplaintIntent,khiếu nại đơn này
1798,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderDetailIntent,đơn này bao nhiêu tiền
1799,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,OrderStatusIntent,kiểm tra đơn này
1800,order_context,order_history,xem lịch sử đơn hàng,OrderDetailIntent,đơn này tổng tiền bao nhiêu,WarrantyPolicyIntent,chính sách bảo hành thế nào,ShippingTrackingIntent,shipper tới chưa
1801,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderDetailIntent,xem chi tiết đơn này
1802,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderStatusIntent,đơn này đang ở đâu
1803,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,ShippingTrackingIntent,đơn này giao tới đâu
1804,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderCancelIntent,hủy đơn này
1805,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderModifyIntent,sửa đơn này
1806,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,RefundStatusIntent,hoàn tiền đơn này
1807,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,ComplaintIntent,khiếu nại đơn này
1808,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderDetailIntent,đơn này bao nhiêu tiền
1809,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,OrderStatusIntent,kiểm tra đơn này
1810,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductPriceIntent,iPhone 16 giá bao nhiêu,ShippingTrackingIntent,shipper tới chưa
1811,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderDetailIntent,xem chi tiết đơn này
1812,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderStatusIntent,đơn này đang ở đâu
1813,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,ShippingTrackingIntent,đơn này giao tới đâu
1814,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderCancelIntent,hủy đơn này
1815,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderModifyIntent,sửa đơn này
1816,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,RefundStatusIntent,hoàn tiền đơn này
1817,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,ComplaintIntent,khiếu nại đơn này
1818,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderDetailIntent,đơn này bao nhiêu tiền
1819,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,OrderStatusIntent,kiểm tra đơn này
1820,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductSearchIntent,tìm Samsung Galaxy S26 Ultra,ShippingTrackingIntent,shipper tới chưa
1821,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderDetailIntent,xem chi tiết đơn này
1822,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderStatusIntent,đơn này đang ở đâu
1823,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,ShippingTrackingIntent,đơn này giao tới đâu
1824,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderCancelIntent,hủy đơn này
1825,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderModifyIntent,sửa đơn này
1826,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,RefundStatusIntent,hoàn tiền đơn này
1827,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,ComplaintIntent,khiếu nại đơn này
1828,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderDetailIntent,đơn này bao nhiêu tiền
1829,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,OrderStatusIntent,kiểm tra đơn này
1830,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ProductRecommendationIntent,tư vấn điện thoại chụp ảnh,ShippingTrackingIntent,shipper tới chưa
1831,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderDetailIntent,xem chi tiết đơn này
1832,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderStatusIntent,đơn này đang ở đâu
1833,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,ShippingTrackingIntent,đơn này giao tới đâu
1834,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderCancelIntent,hủy đơn này
1835,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderModifyIntent,sửa đơn này
1836,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,RefundStatusIntent,hoàn tiền đơn này
1837,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,ComplaintIntent,khiếu nại đơn này
1838,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderDetailIntent,đơn này bao nhiêu tiền
1839,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,OrderStatusIntent,kiểm tra đơn này
1840,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,StoreInfoIntent,shop mở cửa lúc mấy giờ,ShippingTrackingIntent,shipper tới chưa
1841,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,OrderDetailIntent,xem chi tiết đơn này
1842,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,OrderStatusIntent,đơn này đang ở đâu
1843,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,ShippingTrackingIntent,đơn này giao tới đâu
1844,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,OrderCancelIntent,hủy đơn này
1845,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,OrderModifyIntent,sửa đơn này
1846,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,RefundStatusIntent,hoàn tiền đơn này
1847,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,ComplaintIntent,khiếu nại đơn này
1848,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,OrderDetailIntent,đơn này bao nhiêu tiền
1849,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,OrderStatusIntent,kiểm tra đơn này
1850,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,GreetingIntent,xin chào shop,ShippingTrackingIntent,shipper tới chưa
1851,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,OrderDetailIntent,xem chi tiết đơn này
1852,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,OrderStatusIntent,đơn này đang ở đâu
1853,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,ShippingTrackingIntent,đơn này giao tới đâu
1854,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,OrderCancelIntent,hủy đơn này
1855,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,OrderModifyIntent,sửa đơn này
1856,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,RefundStatusIntent,hoàn tiền đơn này
1857,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,ComplaintIntent,khiếu nại đơn này
1858,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,OrderDetailIntent,đơn này bao nhiêu tiền
1859,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,OrderStatusIntent,kiểm tra đơn này
1860,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,FallbackIntent,kể cho tôi chuyện cổ tích,ShippingTrackingIntent,shipper tới chưa
1861,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderDetailIntent,xem chi tiết đơn này
1862,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderStatusIntent,đơn này đang ở đâu
1863,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,ShippingTrackingIntent,đơn này giao tới đâu
1864,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderCancelIntent,hủy đơn này
1865,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderModifyIntent,sửa đơn này
1866,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,RefundStatusIntent,hoàn tiền đơn này
1867,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,ComplaintIntent,khiếu nại đơn này
1868,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderDetailIntent,đơn này bao nhiêu tiền
1869,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,OrderStatusIntent,kiểm tra đơn này
1870,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,ShippingPolicyIntent,phí ship bao nhiêu,ShippingTrackingIntent,shipper tới chưa
1871,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,OrderDetailIntent,xem chi tiết đơn này
1872,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,OrderStatusIntent,đơn này đang ở đâu
1873,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,ShippingTrackingIntent,đơn này giao tới đâu
1874,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,OrderCancelIntent,hủy đơn này
1875,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,OrderModifyIntent,sửa đơn này
1876,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,RefundStatusIntent,hoàn tiền đơn này
1877,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,ComplaintIntent,khiếu nại đơn này
1878,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,OrderDetailIntent,đơn này bao nhiêu tiền
1879,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,OrderStatusIntent,kiểm tra đơn này
1880,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,PaymentMethodIntent,shop có nhận momo không,ShippingTrackingIntent,shipper tới chưa
1881,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,CartViewIntent,xem giỏ hàng,OrderDetailIntent,xem chi tiết đơn này
1882,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,CartViewIntent,xem giỏ hàng,OrderStatusIntent,đơn này đang ở đâu
1883,order_context,order_history,xem lịch sử đơn hàng,OrderStatusIntent,kiểm tra lại đơn này,CartViewIntent,xem giỏ hàng,ShippingTrackingIntent,đơn này giao tới đâu
